00.0000,14.7683,37.2340,53.5725,65.6576,74.5969,81.2093,86.1005,89.7185,92.3948,94.3744,95.8388,96.9219
00.0000,01.6568,37.2340,53.5725,65.6576,74.5969,81.2093,86.1005,89.7185,92.3948,94.3744,95.8388,96.9219
00.0000,-01.252,35.9032,52.2425,64.3287,73.2680,79.8805,84.7717,88.3897,91.0660,93.0456,94.5099,95.5931
00.0000,-01.598,34.4378,50.8980,62.9944,71.9337,78.5462,83.4374,87.0554,89.7317,91.7113,93.1756,94.2588
00.0000,-01.635,01.7332,49.5533,61.6715,70.6110,77.2234,82.1146,85.7326,88.4089,90.3885,91.8528,92.9360
00.0000,-01.281,-01.433,48.2176,60.3625,69.3029,75.9152,80.8063,84.4243,87.1005,89.0800,90.5443,91.6275
00.0000,-01.130,-01.776,46.8954,59.0681,68.0115,74.6235,79.5144,83.1322,85.8083,87.7878,89.2520,90.3351
00.0000,-01.075,-01.812,45.5897,57.7902,66.7362,73.3494,78.2400,81.8575,84.5334,86.5128,87.9769,89.0599
00.0000,-01.054,-01.811,-02.381,56.5414,65.4894,72.1036,76.9939,80.6112,83.2870,85.2663,86.7303,87.8133
00.0000,-01.045,-01.811,-02.381,29.7976,64.2682,70.8832,75.7732,79.3904,82.0661,84.0452,85.5092,86.5922
00.0000,-01.041,-01.811,-02.381,31.1155,55.9110,69.6181,74.5564,78.1768,80.8527,82.8318,84.2958,85.3787
00.0000,-01.041,-01.811,-02.381,32.3239,54.2853,67.8348,73.3224,76.9732,79.6516,81.6306,83.0945,84.1774
00.0000,15.5262,37.2347,53.5725,65.6576,74.5969,81.2093,86.1005,89.7185,92.3948,94.3744,95.8388,96.9219
00.0000,14.7683,37.2347,53.5725,65.6576,74.5969,81.2093,86.1005,89.7185,92.3948,94.3744,95.8388,96.9219
00.0000,-01.627,35.6273,51.9733,64.0687,73.0080,79.6205,84.5117,88.1297,90.8060,92.7856,94.2499,95.3331
00.0000,-01.564,32.9284,50.3771,62.5561,71.4955,78.1079,82.9991,86.6171,89.2934,91.2730,92.7373,93.8205
00.0000,-01.754,28.1405,48.8944,61.1911,70.1314,76.7437,81.6348,85.2528,87.9290,89.9086,91.3729,92.4561
00.0000,-01.780,01.4223,47.4953,59.8601,68.8086,75.4198,80.3102,83.9275,86.6033,88.5826,90.0467,91.1297
00.0000,-01.179,-01.471,46.1474,58.5522,67.5198,74.1294,79.0186,82.6351,85.3103,87.2891,88.7529,89.8356
00.0000,-01.074,-01.822,44.8403,57.2775,66.2446,72.8677,77.7555,81.3710,84.0455,86.0238,87.4872,88.5697
00.0000,-01.054,-01.811,-02.381,56.1353,65.1002,71.7222,76.6103,80.2260,82.9006,84.8791,86.3425,87.4250
00.0000,-01.045,-01.811,-02.381,32.0544,63.9600,70.5812,75.4694,79.0853,81.7601,83.7386,85.2021,86.2846
00.0000,-01.041,-01.811,-02.381,33.8584,56.1520,68.8320,74.1606,77.8074,80.4849,82.4634,83.9270,85.0096
00.0000,-01.041,-01.811,-02.381,33.9847,55.1452,62.7260,72.6650,76.5614,79.2599,81.2386,82.7022,83.7848
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-02.752,32.8318,49.2544,61.4424,70.3819,76.9943,81.8855,85.5035,88.1797,90.1594,91.6237,92.7069
00.0000,-02.652,30.2016,47.2678,60.2084,69.1488,75.7610,80.6522,84.2701,86.9463,88.9259,90.3902,91.4734
00.0000,-01.913,25.0612,46.4042,59.8448,68.7933,75.4046,80.2949,83.9123,86.5881,88.5674,90.0314,91.1144
00.0000,-03.110,03.3785,45.4674,58.6291,67.6515,74.2532,79.1364,82.7486,85.4208,87.3973,88.8594,89.9408
00.0000,-02.816,-01.055,44.3658,57.3605,66.5065,73.1013,77.9793,81.5876,84.2573,86.2317,87.6924,88.7727
00.0000,-01.260,-01.914,43.2517,56.2253,65.2120,71.9534,76.8276,80.4330,83.1008,85.0738,86.5334,87.6130
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.041,-01.811,-02.381,35.5318,56.3872,63.3104,72.5927,76.5161,79.2169,81.1955,82.6590,83.7416
00.0000,-01.041,-01.811,-02.381,35.4584,56.0927,63.0465,69.1957,75.3584,78.2468,80.2254,81.6890,82.7716
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-07.030,33.3333,49.9290,61.8958,70.6749,77.1662,81.9679,85.5198,88.1476,90.0912,91.5289,92.5924
00.0000,-08.702,27.7969,47.8214,60.5674,69.3740,75.8680,80.6716,84.2248,86.8568,88.8022,90.2410,91.3053
00.0000,-08.439,21.9459,46.7721,59.2894,68.3263,74.8323,79.6447,83.2044,85.8411,87.7900,89.2314,90.2976
00.0000,-07.268,-01.483,45.6127,58.1429,67.1591,73.6747,78.4942,82.0592,84.6995,86.6512,88.0947,89.1624
