00.0000,19.9980,40.8225,56.2264,67.6206,76.0490,82.2834,86.8950
00.0000,16.7777,39.2157,54.6198,66.0140,74.4423,80.6768,85.2884
00.0000,02.4854,37.7693,53.1749,64.5691,72.9975,79.2319,83.8435
00.0000,-01.177,36.3609,51.7802,63.1745,71.6028,77.8373,82.4489
00.0000,-01.107,20.7942,50.5389,61.9332,70.3615,76.5959,81.2076
00.0000,-01.076,21.7219,38.3277,59.6968,68.9865,75.2209,79.8325
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-02.374,36.7038,52.1094,63.5037,71.9320,78.1664,82.7781
00.0000,01.3982,36.3948,51.8128,63.2071,71.6354,77.8698,82.4815
00.0000,-01.776,35.1479,50.6789,62.0731,70.5015,76.7359,81.3475
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.053,22.7773,37.8777,51.5082,67.7778,74.0122,78.6238
00.0000,08.2095,32.2650,46.9385,61.9654,71.0627,77.3274,81.9404
00.0000,-01.456,30.7107,50.3408,62.0956,70.5905,76.8283,81.4400
00.0000,-02.328,33.6319,49.4780,60.9081,69.3430,75.5778,80.1895
00.0000,-02.425,33.8905,49.4543,60.8524,69.2815,75.5160,80.1276
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.045,23.7300,38.9450,52.6155,62.0573,72.8186,77.4302
00.0000,08.6417,31.1958,45.7312,60.3492,69.8918,76.1570,80.7700
00.0000,08.2095,31.2937,47.4198,61.7499,70.4392,76.6808,81.2927
00.0000,-02.001,30.3242,48.0737,59.7892,69.2175,75.4593,80.0713
00.0000,-02.980,26.1269,47.1582,58.5910,67.1297,73.3983,78.0103
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.044,24.6948,40.0237,53.7369,63.1957,69.4841,76.2514
00.0000,09.2666,32.3238,46.6649,57.2730,68.6674,74.9364,79.5496
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,06.8278,28.2738,47.6995,59.7381,69.1404,75.3854,79.9974
00.0000,-01.837,27.8182,43.8119,58.5331,67.8345,74.0972,78.7094
00.0000,-00.809,25.8010,41.7008,56.2609,65.5546,71.8310,76.4434
00.0000,-01.020,25.6718,41.1142,54.8723,64.3483,70.6358,75.4641
00.0000,14.5490,33.4780,47.8191,58.4273,69.1860,75.6014,80.2230
00.0000,04.3732,31.1267,45.4679,56.0760,66.7539,73.1895,77.8124
00.0000,06.9548,28.0398,44.7084,58.2864,67.7952,74.0764,78.6898
00.0000,12.5990,29.0297,44.7252,58.4196,67.7763,74.1696,78.7830
00.0000,10.8006,27.7681,43.3863,57.1325,66.4682,72.8482,77.4617
00.0000,09.2090,26.6449,42.1435,55.8486,65.1857,71.5553,76.1926
