00.0000,21.0312,41.9960,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,05.6499,41.9960,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,02.7404,41.9960,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,-00.050,40.5319,55.7984,66.9657,75.2261,81.3363,85.8561,89.1994,91.6724,93.5017,94.8548,95.8557,96.5961,97.1437
00.0000,-00.749,39.1264,54.5095,65.6769,73.9374,80.0476,84.5674,87.9107,90.3837,92.2130,93.5661,94.5670,95.3074,95.8550
00.0000,-00.795,37.7106,53.2300,64.3986,72.6591,78.7693,83.2891,86.6324,89.1054,90.9347,92.2878,93.2887,94.0291,94.5767
00.0000,-01.207,36.2779,51.9595,63.1315,71.3920,77.5022,82.0220,85.3652,87.8382,89.6675,91.0207,92.0216,92.7619,93.3096
00.0000,-02.424,34.5494,50.6985,61.8763,70.1368,76.2470,80.7668,84.1101,86.5831,88.4124,89.7655,90.7664,91.5068,92.0544
00.0000,-02.502,-01.446,49.4477,60.6336,68.8942,75.0044,79.5242,82.8675,85.3405,87.1698,88.5229,89.5238,90.2642,90.8118
00.0000,-02.419,-01.814,48.2083,59.4039,67.6648,73.7750,78.2948,81.6381,84.1111,85.9403,87.2935,88.2944,89.0347,89.5824
00.0000,-02.166,-01.814,-02.058,58.1876,66.4491,72.5592,77.0790,80.4223,82.8952,84.7245,86.0776,87.0785,87.8189,88.3665
00.0000,-01.586,-01.814,-02.084,51.5332,65.2474,71.3574,75.8772,79.2204,81.6934,83.5227,84.8758,85.8767,86.6170,87.1647
00.0000,-01.488,-01.812,-02.055,38.0975,64.0610,70.1709,74.6908,78.0339,80.5069,82.3361,83.6892,84.6901,85.4304,85.9781
00.0000,-01.053,-01.812,-02.020,38.8238,49.6998,69.0004,73.5203,76.8634,79.3363,81.1655,82.5186,83.5195,84.2598,84.8075
00.0000,-01.050,-01.812,-01.984,39.6988,49.3670,65.9817,72.3662,75.7093,78.1821,80.0113,81.3644,82.3652,83.1056,83.6532
00.0000,-01.043,-01.812,-01.921,40.5719,50.0709,60.1433,71.2234,74.5698,77.0429,78.8720,80.2251,81.2259,81.9663,82.5139
00.0000,-01.043,-01.812,-01.762,41.4427,50.7289,58.4322,70.0507,73.4420,75.9177,77.7469,79.1000,80.1008,80.8411,81.3888
00.0000,-01.042,-01.812,-01.379,42.3114,51.4753,57.9778,63.9863,72.2946,74.8048,76.6354,77.9886,78.9894,79.7298,80.2774
00.0000,22.5304,41.9987,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,19.7033,41.9987,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,01.5108,41.9987,57.0983,68.2656,76.5261,82.6363,87.1561,90.4994,92.9724,94.8017,96.1548,97.1557,97.8961,98.4437
00.0000,-00.301,39.1790,55.7721,66.9395,75.2000,81.3102,85.8300,89.1732,91.6463,93.4756,94.8287,95.8296,96.5700,97.1176
00.0000,-00.793,38.0987,54.4424,65.6109,73.8713,79.9816,84.5013,87.8446,90.3176,92.1469,93.5000,94.5009,95.2413,95.7890
00.0000,-01.169,36.4581,53.1083,64.2866,72.5470,78.6573,83.1770,86.5203,88.9933,90.8226,92.1757,93.1766,93.9170,94.4647
00.0000,-04.348,34.7377,51.7813,62.9810,71.2414,77.3517,81.8714,85.2147,87.6877,89.5170,90.8701,91.8710,92.6114,93.1591
00.0000,-02.565,30.4018,50.4685,61.6945,69.9550,76.0653,80.5850,83.9283,86.4013,88.2306,89.5837,90.5846,91.3250,91.8726
